jee_main_score,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,admission_taken,dropout,Income vs Admission,PSxIA,peer_focused_mh,parental_support
82.4,0,76.48,2,2,3.5,2,3,0,0,0,0,0,2,3.5000000000000004,0,1.7500000000000002
78.75,0,87.17,1,1,0.5,0,3,2,1,0,1,0,3,2.4000000000000004,2,0.8000000000000002
54.67,0,59.78,1,1,2.1,1,2,1,1,0,0,0,1,1.08,2,1.08
84.17,1,71.51,2,1,4.0,2,2,2,2,0,1,0,5,8.25,4,1.65
84.42,1,74.28,2,2,4.1,1,3,2,2,1,1,0,4,7.72,5,1.93
61.31,1,50.0,2,0,4.0,0,3,1,2,0,0,1,0,0.0,4,1.8
72.53,0,64.14,2,2,3.7,2,1,2,0,0,0,0,2,2.8200000000000003,0,1.41
81.57,1,66.86,1,0,1.5,0,0,2,2,1,1,1,3,1.35,5,0.4499999999999999
69.07,2,84.48,1,0,2.8,2,3,1,0,1,0,0,2,2.88,1,1.44
87.02,0,67.93,2,1,6.9,2,1,0,2,1,0,0,2,4.64,5,2.32
100.0,1,66.82,1,1,6.6,2,1,0,1,1,1,0,5,11.15,3,2.2299999999999995
61.0,0,83.17,1,2,5.7,2,0,0,0,0,0,0,2,3.62,0,1.81
52.67,1,58.82,1,0,5.5,2,1,0,2,0,1,0,5,9.25,4,1.85
76.25,2,54.29,2,0,6.3,0,0,0,2,0,0,1,0,0.0,4,1.89
82.1,0,71.38,1,2,2.3,2,3,1,1,1,0,0,2,2.78,3,1.39
68.77,1,60.52,2,0,4.6,1,2,1,1,1,0,0,1,1.7799999999999998,3,1.7799999999999998
92.35,1,60.9,1,0,2.3,2,0,2,1,1,0,0,2,1.38,3,0.69
53.26,2,80.73,2,1,2.3,1,3,0,2,1,0,0,1,1.34,5,1.34
81.7,2,83.76,2,1,5.2,0,3,1,1,1,0,1,0,0.0,3,2.21
63.52,1,82.89,2,0,6.4,2,2,1,1,0,1,0,5,11.6,2,2.32
96.07,1,86.09,1,1,4.1,2,1,0,0,0,1,0,5,7.399999999999999,0,1.4799999999999998
99.9,0,87.41,1,2,7.8,1,0,1,0,1,0,0,1,2.44,1,2.44
61.27,0,53.71,1,0,4.9,2,0,2,0,1,0,0,2,2.94,1,1.47
64.31,1,79.5,1,1,2.9,0,1,2,2,0,0,1,0,0.0,4,1.12
84.03,2,69.7,1,0,2.3,0,2,0,0,0,0,1,0,0.0,0,1.09
66.58,0,67.53,2,0,6.5,2,0,0,2,0,0,0,2,3.9,4,1.95
71.36,1,80.6,1,2,4.8,1,0,0,1,1,1,0,4,6.16,3,1.54
72.36,2,57.7,1,2,5.9,0,1,2,2,1,0,1,0,0.0,5,2.07
45.12,2,57.49,1,2,0.0,2,3,1,2,1,1,1,5,3.5000000000000004,5,0.7000000000000001
71.81,1,81.34,1,1,5.0,1,2,2,1,0,1,0,4,7.8,2,1.95
62.34,1,79.88,2,0,3.5,1,3,0,0,0,0,0,1,1.65,0,1.65
65.1,0,76.37,2,1,1.7,0,3,1,0,0,1,0,3,3.4800000000000004,0,1.16
92.21,1,66.2,2,1,4.4,2,1,2,0,1,1,0,5,7.85,1,1.57
54.41,0,82.44,2,0,6.7,0,0,0,1,0,1,0,3,6.029999999999999,2,2.01
83.38,2,81.8,1,2,9.0,1,1,0,2,1,1,0,4,12.0,5,3.0
68.09,0,75.85,2,1,5.0,0,3,1,1,1,0,1,0,0.0,3,2.15
68.08,1,63.23,1,2,3.1,2,1,2,1,1,0,0,2,2.46,3,1.23
83.07,0,70.75,2,0,3.0,0,2,1,1,1,1,0,3,3.9,3,1.2999999999999998
76.76,2,83.38,2,0,6.4,1,3,1,1,0,0,0,1,2.52,2,2.52
79.99,2,88.27,1,2,2.5,0,3,2,2,1,0,1,0,0.0,5,1.4500000000000002
85.55,1,71.73,1,2,5.7,1,2,2,0,0,1,0,4,8.84,0,2.21
67.36,0,72.5,2,0,5.1,1,1,2,0,1,0,0,1,1.7299999999999998,1,1.7299999999999998
63.43,1,73.38,1,0,4.9,1,1,1,1,0,0,0,1,1.67,2,1.67
56.81,1,77.75,1,1,1.4,0,1,1,2,0,1,1,3,2.01,4,0.67
60.44,2,69.19,1,0,3.8,2,0,2,1,1,0,0,2,2.28,3,1.14
100.0,0,50.0,2,1,1.6,1,3,2,2,1,0,1,1,1.13,5,1.13
89.43,1,86.93,2,0,3.3,0,2,1,1,1,0,1,0,0.0,3,1.39
53.08,2,92.95,2,1,6.3,1,3,2,0,0,1,0,4,10.16,0,2.54
53.49,1,68.88,2,0,7.0,0,0,0,0,0,0,1,0,0.0,0,2.1
78.75,0,64.33,1,0,4.9,1,3,2,1,1,0,0,1,2.0700000000000003,3,2.0700000000000003
79.66,1,73.63,1,1,3.4,0,2,0,0,1,0,1,0,0.0,1,1.47
79.68,0,73.12,1,2,7.7,1,2,0,1,0,0,0,1,2.81,2,2.81
68.43,2,84.96,1,0,3.3,1,3,1,2,1,1,0,4,6.359999999999999,5,1.59
70.24,2,75.55,2,0,2.2,1,0,1,2,1,1,0,4,2.64,5,0.66
76.59,1,67.07,1,2,5.9,2,3,1,2,1,1,0,5,12.35,5,2.47
73.2,2,61.82,2,0,5.4,0,0,2,2,1,1,0,3,4.86,5,1.62
40.93,1,83.66,2,0,3.4,2,1,1,1,0,1,0,5,6.1,2,1.22
68.78,1,81.0,2,0,4.7,0,2,2,0,0,1,0,3,5.43,0,1.81
60.08,0,85.61,1,1,5.4,1,3,1,2,1,1,0,4,9.08,5,2.27
74.45,1,65.32,1,2,4.9,0,2,0,0,1,0,1,0,0.0,1,1.97
100.0,0,93.38,2,0,5.4,0,2,1,1,0,1,0,3,6.0600000000000005,2,2.02
77.14,1,57.56,2,2,3.5,1,3,0,0,1,1,0,4,7.000000000000001,1,1.7500000000000002
67.61,0,82.1,1,1,5.6,1,1,2,0,1,0,0,1,1.93,1,1.93
84.91,2,55.9,2,0,4.5,1,2,1,0,0,1,0,4,7.0,0,1.75
78.76,1,67.1,1,0,3.6,0,2,1,1,0,1,0,3,4.44,2,1.48
77.88,0,90.61,2,2,4.0,1,0,0,1,0,0,0,1,1.3,2,1.3
80.5,1,83.31,2,0,4.3,1,0,1,1,0,0,0,1,1.2899999999999998,2,1.2899999999999998
100.0,0,69.54,1,0,1.6,0,1,2,0,0,0,1,0,0.0,0,0.6799999999999999
56.17,0,69.81,1,1,3.2,2,3,0,2,0,1,0,5,8.05,4,1.61
78.63,1,76.01,2,0,4.6,0,2,2,2,0,0,1,0,0.0,4,1.7799999999999998
59.03,1,80.14,2,0,1.8,0,1,2,0,1,1,0,3,2.22,1,0.74
79.78,2,87.52,1,1,3.3,0,3,0,2,1,0,1,0,0.0,5,1.64
59.14,2,70.44,2,0,9.3,1,0,2,2,0,0,0,1,2.79,4,2.79
66.16,2,58.88,2,0,2.2,0,2,1,0,1,1,0,3,3.18,1,1.06
67.87,1,76.57,2,0,3.7,2,2,2,1,0,0,0,2,3.0200000000000005,2,1.5100000000000002
85.66,2,70.43,2,0,2.8,0,3,1,2,0,1,0,3,4.32,4,1.44
84.86,0,61.99,2,1,4.3,0,1,0,1,0,0,1,0,0.0,2,1.5399999999999998
54.56,1,77.98,2,0,2.9,1,2,1,2,1,1,0,4,5.08,5,1.27
72.77,0,72.87,1,0,4.0,1,2,2,0,0,1,0,4,6.4,0,1.6
62.07,0,78.07,2,1,3.1,2,0,1,0,0,0,0,2,1.96,0,0.98
54.38,0,66.06,1,0,6.6,0,1,2,1,1,1,0,3,6.539999999999999,3,2.18
68.96,1,79.87,2,2,4.7,0,0,1,1,0,0,1,0,0.0,2,1.51
67.68,1,61.83,2,2,2.5,0,3,0,1,1,1,0,3,4.3500000000000005,3,1.4500000000000002
100.0,2,66.72,1,1,6.2,0,3,0,1,1,1,0,3,7.529999999999999,3,2.51
78.06,2,72.57,1,0,2.6,0,1,1,0,0,0,1,0,0.0,0,0.98
52.71,2,92.42,1,0,1.4,0,0,0,0,0,0,1,0,0.0,0,0.42
64.09,2,82.85,1,2,4.5,1,3,1,0,1,0,0,1,2.05,1,2.05
86.3,0,85.77,1,0,8.3,2,1,2,1,0,0,0,2,5.380000000000001,2,2.6900000000000004
100.0,1,89.17,2,0,0.8,0,3,1,0,0,1,0,3,2.5200000000000005,0,0.8400000000000001
49.8,2,100.0,1,0,1.8,0,2,2,0,0,1,0,3,2.8200000000000003,0,0.94
45.68,0,75.42,1,0,6.0,1,2,1,2,1,0,0,1,2.2,5,2.2
98.19,1,89.2,1,0,3.2,0,1,2,2,0,1,0,3,3.4799999999999995,4,1.16
77.45,1,85.13,2,0,5.7,1,3,0,2,0,0,0,1,2.31,4,2.31
59.84,1,84.96,2,1,2.8,2,1,1,1,0,1,0,5,5.45,2,1.09
79.48,0,92.74,2,2,4.8,0,1,0,1,1,0,1,0,0.0,3,1.74
35.1,2,70.81,1,2,8.0,2,1,0,0,0,1,0,5,13.5,0,2.7
72.05,1,70.01,2,0,2.1,0,2,2,0,1,1,0,3,3.09,1,1.03
76.59,0,78.2,2,0,6.5,2,1,0,1,1,1,0,5,10.75,3,2.15
84.94,1,73.17,2,0,5.9,2,2,2,2,1,0,0,2,4.34,5,2.17
57.81,0,78.19,2,2,1.5,0,2,0,0,1,1,0,3,2.85,1,0.95
73.2,2,90.63,1,0,5.6,2,3,0,2,1,0,0,2,4.5600000000000005,5,2.28
59.04,2,70.22,1,0,4.6,1,1,1,0,1,1,0,4,6.319999999999999,1,1.5799999999999998
75.58,1,71.95,1,0,4.7,1,3,1,2,1,1,0,4,8.04,5,2.01
59.47,2,76.74,1,0,5.2,2,2,2,0,1,1,0,5,9.8,1,1.96
66.29,2,72.72,1,0,3.8,2,1,0,2,1,1,0,5,6.699999999999999,5,1.34
58.06,0,55.86,1,0,4.6,1,2,0,2,0,0,0,1,1.7799999999999998,4,1.7799999999999998
81.12,0,69.2,1,0,5.0,0,1,1,1,1,0,1,0,0.0,3,1.7
84.02,1,81.87,1,1,6.0,1,1,2,0,1,1,0,4,8.2,1,2.05
68.72,0,89.38,2,1,1.4,2,0,1,2,0,0,1,2,0.94,4,0.47
72.54,2,63.45,2,0,7.1,1,3,0,1,0,0,0,1,2.73,2,2.73
51.72,0,63.41,1,1,2.2,0,0,2,0,1,1,0,3,2.1300000000000003,1,0.7100000000000001
67.8,2,75.3,1,0,6.0,1,1,0,1,0,1,0,4,7.999999999999999,2,2.0
71.3,1,54.24,2,0,4.7,0,0,1,2,0,1,0,3,4.23,4,1.41
100.0,2,70.55,2,1,1.9,2,2,2,0,1,1,0,5,5.1,1,1.02
56.43,0,57.64,2,2,5.6,1,1,1,2,1,0,0,1,1.98,5,1.98
92.5,0,88.69,1,0,2.6,1,1,0,2,1,1,0,4,3.92,5,0.98
85.96,0,67.31,2,0,6.6,0,1,0,1,1,1,0,3,6.539999999999999,3,2.18
75.93,0,91.53,1,0,3.1,1,0,1,2,1,0,0,1,0.93,5,0.93
96.62,1,86.14,2,0,1.5,1,3,0,0,1,1,0,4,4.2,1,1.05
77.21,2,68.54,2,2,7.6,0,3,1,1,1,1,0,3,8.94,3,2.98
77.45,0,64.28,1,0,4.9,1,3,1,2,1,0,0,1,2.0700000000000003,5,2.0700000000000003
71.26,2,73.06,2,2,6.2,0,0,2,2,1,0,1,0,0.0,5,1.96
89.13,1,73.95,1,2,2.8,2,2,0,2,0,1,0,5,6.7,4,1.34
87.35,2,78.46,2,2,0.7,1,0,0,1,0,0,0,1,0.31,2,0.31
63.24,0,67.23,1,0,7.9,0,3,1,0,0,1,0,3,8.91,0,2.97
53.53,2,82.46,1,0,4.5,0,0,2,1,0,0,1,0,0.0,2,1.35
69.16,0,77.65,1,0,5.5,1,2,1,2,0,0,0,1,2.05,4,2.05
60.8,0,71.6,2,2,5.8,0,1,0,1,1,1,0,3,6.12,3,2.04
71.11,1,67.88,1,1,3.8,2,1,2,2,1,1,0,5,6.949999999999999,5,1.39
89.32,1,73.15,2,0,5.0,2,3,2,1,1,1,0,5,10.5,3,2.1
65.6,2,66.83,2,0,7.7,1,3,1,2,1,1,0,4,11.64,5,2.91
71.4,2,75.58,1,2,4.4,2,2,1,1,0,0,0,2,3.640000000000001,2,1.8200000000000005
72.81,0,75.85,1,0,6.4,1,0,2,2,1,1,0,4,7.68,5,1.92
83.88,0,77.62,2,2,0.5,1,2,0,2,1,1,1,4,2.6,5,0.65
40.54,0,92.66,2,1,6.7,0,2,0,1,0,1,0,3,7.379999999999999,2,2.4599999999999995
63.51,0,73.68,1,1,1.5,0,1,2,1,1,0,1,0,0.0,3,0.7
74.96,1,85.05,2,2,6.5,0,0,1,2,0,1,0,3,6.15,4,2.05
88.8,0,77.3,1,1,5.3,0,1,1,0,1,0,1,0,0.0,1,1.84
65.11,1,72.62,1,0,4.3,1,1,0,2,0,1,0,4,5.959999999999999,4,1.4899999999999998
45.73,2,73.81,1,0,4.3,0,2,0,2,0,0,1,0,0.0,4,1.69
80.68,2,74.41,2,0,4.0,0,1,2,0,1,0,1,0,0.0,1,1.4
63.1,1,77.8,2,1,2.9,2,3,0,2,1,0,0,2,3.0400000000000005,5,1.5200000000000002
55.34,0,65.41,2,0,4.1,1,3,0,1,1,0,0,1,1.83,3,1.83
63.26,2,60.35,2,2,8.9,2,1,1,1,1,0,0,2,5.94,3,2.97
69.42,1,81.54,1,0,7.1,2,1,1,0,1,1,0,5,11.65,1,2.33
63.53,2,83.98,2,1,2.8,2,0,0,2,0,0,0,2,1.78,4,0.89
41.12,0,82.46,1,0,5.0,0,3,1,1,0,0,1,0,0.0,2,2.1
84.56,1,76.55,1,1,4.7,1,0,1,2,0,0,0,1,1.46,4,1.46
89.85,2,82.67,2,2,4.2,2,1,1,0,0,1,0,5,7.800000000000001,0,1.56
81.12,0,82.13,2,2,2.5,2,3,0,1,1,1,0,5,7.250000000000001,3,1.4500000000000002
56.07,1,82.88,2,1,5.4,1,2,1,0,0,0,0,1,2.07,0,2.07
69.18,1,66.4,1,0,6.2,0,2,0,2,1,1,0,3,6.779999999999999,5,2.26
71.91,1,64.03,2,0,2.8,2,1,0,2,0,1,0,5,5.2,4,1.04
80.38,1,71.11,1,0,8.4,1,0,2,2,1,1,0,4,10.08,5,2.52
81.36,2,74.83,1,0,7.5,0,2,2,0,1,1,0,3,7.949999999999999,1,2.65
61.72,1,72.58,2,2,5.6,0,2,2,1,1,1,0,3,6.540000000000001,3,2.18
73.15,1,56.23,2,0,2.0,0,3,0,0,1,1,0,3,3.6000000000000005,1,1.2000000000000002
78.4,1,92.22,2,1,5.3,0,0,2,1,0,1,0,3,4.92,2,1.64
92.38,1,72.26,1,1,5.1,0,0,1,2,0,0,1,0,0.0,4,1.5799999999999998
81.86,1,76.73,1,0,5.5,1,2,2,2,0,1,0,4,8.2,4,2.05
83.05,0,87.45,2,2,7.7,0,1,0,0,0,0,1,0,0.0,0,2.6100000000000003
73.17,2,51.55,2,1,4.1,2,2,1,1,0,0,0,2,3.36,2,1.68
91.75,0,69.88,1,2,8.6,1,0,1,2,0,1,0,4,10.72,4,2.68
77.74,2,71.13,2,0,5.3,2,3,1,2,1,1,0,5,10.95,5,2.19
59.94,1,71.64,2,0,3.9,2,0,2,0,0,1,0,5,5.85,0,1.17
91.65,2,73.27,1,0,9.3,0,3,2,0,1,1,0,3,10.17,1,3.39
81.77,1,89.47,1,0,6.2,0,3,2,1,1,0,1,0,0.0,3,2.46
65.8,1,81.73,2,1,3.6,1,3,2,2,1,1,0,4,6.920000000000001,5,1.7300000000000002
65.29,0,84.58,1,2,4.7,1,0,1,1,0,0,0,1,1.51,2,1.51
76.15,0,75.47,2,2,5.8,2,0,0,1,1,1,0,5,9.2,3,1.84
78.48,0,61.01,1,2,4.2,0,1,2,1,0,1,0,3,4.68,2,1.56
74.76,2,54.2,1,1,4.8,0,2,0,0,0,0,1,0,0.0,0,1.89
76.36,2,59.71,1,0,2.9,2,0,1,1,0,0,0,2,1.74,2,0.87
95.8,0,78.6,1,2,1.1,0,3,0,1,1,0,1,0,0.0,3,1.0300000000000002
87.0,0,75.32,2,1,4.7,1,0,0,1,1,1,0,4,5.84,3,1.46
74.67,1,72.9,1,2,4.8,2,0,2,0,0,0,0,2,3.08,0,1.54
85.18,2,71.31,2,1,5.6,0,2,2,0,0,0,1,0,0.0,0,2.13
57.54,1,95.12,1,0,3.3,2,0,1,2,1,0,0,2,1.98,5,0.99
77.57,2,66.77,2,2,1.8,0,3,2,0,0,1,0,3,3.7200000000000006,0,1.2400000000000002
97.33,0,84.28,1,0,2.6,0,2,0,0,0,0,1,0,0.0,0,1.1800000000000002
68.95,2,75.02,1,0,6.6,0,1,0,1,1,0,1,0,0.0,3,2.18
60.13,2,74.39,2,1,3.2,1,3,0,2,0,1,0,4,6.44,4,1.61
62.87,1,86.77,1,0,3.6,2,3,0,0,0,0,0,2,3.3600000000000003,0,1.6800000000000002
56.75,0,89.63,2,0,3.9,1,0,2,2,0,0,0,1,1.17,4,1.17
61.01,0,72.6,2,0,3.3,1,1,1,1,0,0,0,1,1.19,2,1.19
66.81,0,82.99,1,0,3.1,2,2,2,0,0,0,0,2,2.66,0,1.33
52.32,1,78.64,1,2,2.8,2,1,0,1,0,1,0,5,5.700000000000001,2,1.14
72.22,1,75.07,2,2,7.3,0,0,1,1,0,0,1,0,0.0,2,2.29
84.63,1,77.04,1,0,5.9,0,1,1,2,1,1,0,3,5.91,5,1.97
59.29,2,68.12,1,0,7.0,2,3,0,0,1,0,0,2,5.4,1,2.7
93.27,2,71.94,2,2,7.4,0,3,0,2,0,1,0,3,8.760000000000002,4,2.9200000000000004
79.15,1,69.19,1,2,0.0,0,1,2,1,1,1,0,3,0.9000000000000001,3,0.3
86.43,1,84.01,1,1,5.2,2,1,1,0,0,1,0,5,9.05,0,1.81
62.79,0,74.05,1,0,3.3,1,3,1,1,0,1,0,4,6.359999999999999,2,1.59
83.96,2,62.02,1,2,6.7,2,1,2,2,1,0,0,2,4.62,5,2.31
56.71,2,67.77,1,2,3.0,2,3,0,2,1,1,0,5,8.0,5,1.6
84.46,0,50.0,2,0,2.4,1,1,1,1,0,1,0,4,3.68,2,0.92
74.41,0,70.06,1,0,1.6,0,2,2,2,1,0,1,0,0.0,5,0.88
79.75,0,75.38,1,0,3.9,1,2,1,2,1,1,0,4,6.279999999999999,5,1.5699999999999998
55.54,1,73.64,2,2,6.3,1,0,2,1,1,0,0,1,1.99,3,1.99
59.47,1,94.8,1,0,5.0,2,3,1,0,0,1,0,5,10.5,0,2.1
80.36,1,80.75,2,1,2.1,0,2,0,0,0,0,1,0,0.0,0,1.08
58.72,1,80.3,2,0,8.8,0,3,0,0,1,0,1,0,0.0,1,3.24
78.48,1,58.57,1,1,5.8,1,2,1,1,0,1,0,4,8.76,2,2.19
52.86,2,71.35,1,0,6.1,2,0,1,1,0,0,0,2,3.66,2,1.83
83.87,2,70.13,2,2,7.1,1,3,1,2,1,1,0,4,11.32,5,2.83
54.74,2,67.14,1,1,1.2,0,2,2,0,0,1,0,3,2.43,0,0.81
79.73,0,67.0,2,0,2.7,0,3,0,2,1,1,0,3,4.23,5,1.41
80.76,2,56.92,1,1,6.1,2,0,2,1,1,0,0,2,3.76,3,1.88
62.25,0,62.24,1,2,2.9,2,0,0,0,1,0,0,2,1.94,1,0.97
80.15,2,83.74,2,0,3.9,1,2,0,1,0,1,0,4,6.279999999999999,2,1.5699999999999998
75.65,1,73.57,2,0,4.3,2,1,2,2,0,0,0,2,2.9799999999999995,4,1.4899999999999998
64.46,2,69.94,2,1,1.9,1,0,0,2,0,0,1,1,0.62,4,0.62
57.88,1,74.95,2,1,3.8,2,1,0,1,0,1,0,5,6.949999999999999,2,1.39
44.52,1,86.67,2,1,6.3,1,0,1,1,0,0,0,1,1.94,2,1.94
76.9,2,75.04,2,0,6.0,0,2,2,0,1,0,1,0,0.0,1,2.2
50.09,2,80.4,2,2,6.7,0,1,2,1,1,1,0,3,6.93,3,2.31
73.33,1,66.53,2,1,6.5,0,3,0,2,0,1,0,3,7.799999999999999,4,2.6
68.31,0,68.81,2,0,5.3,0,0,2,2,0,0,1,0,0.0,4,1.59
81.51,0,78.54,2,0,5.2,0,2,0,1,0,0,1,0,0.0,2,1.96
67.77,2,93.93,1,1,5.0,0,3,0,1,1,0,1,0,0.0,3,2.15
67.39,1,89.3,1,0,3.2,2,1,2,0,0,1,0,5,5.8,0,1.16
82.25,0,80.83,2,1,2.4,2,2,0,2,0,0,0,2,2.3400000000000003,4,1.1700000000000002
76.69,2,76.51,1,1,3.1,2,3,1,2,0,0,0,2,3.16,4,1.58
76.43,2,89.01,2,0,3.8,1,2,2,2,0,0,0,1,1.54,4,1.54
78.57,1,82.95,1,2,3.2,2,1,2,1,1,1,0,5,6.3,3,1.26
50.5,0,52.06,1,2,5.3,2,3,0,2,0,0,0,2,4.58,4,2.29
82.6,2,64.46,1,0,4.9,1,0,2,1,0,0,0,1,1.47,2,1.47
80.57,0,78.38,1,2,5.1,1,0,2,0,0,1,0,4,6.52,0,1.63
57.77,2,57.13,1,2,5.2,0,2,1,1,1,0,1,0,0.0,3,2.06
68.58,2,66.02,2,0,6.9,2,0,1,0,0,0,0,2,4.14,0,2.07
71.45,0,68.0,1,0,4.5,2,1,2,0,1,1,0,5,7.749999999999999,1,1.5499999999999998
70.12,0,72.44,1,0,6.5,1,1,0,1,0,0,0,1,2.15,2,2.15
76.67,1,72.13,2,1,5.5,0,3,1,0,0,0,1,0,0.0,0,2.3
92.04,1,72.11,1,0,6.8,2,3,1,1,0,1,0,5,13.2,2,2.64
87.14,1,83.25,1,0,7.7,1,3,1,2,0,0,0,1,2.91,4,2.91
53.63,1,72.35,1,0,5.7,1,2,0,1,0,0,0,1,2.11,2,2.11
80.71,0,71.15,1,2,4.7,2,2,2,0,1,0,0,2,3.82,1,1.91
90.61,1,61.51,1,0,4.7,1,1,2,0,0,0,0,1,1.61,0,1.61
77.42,0,85.24,1,0,3.6,1,1,1,2,1,0,0,1,1.28,5,1.28
87.27,2,68.29,1,0,3.5,2,2,2,1,0,0,0,2,2.9000000000000004,2,1.4500000000000002
100.0,0,64.13,2,0,6.3,0,3,1,2,0,1,0,3,7.470000000000001,4,2.49
86.33,1,77.13,2,1,2.6,2,2,1,0,0,1,0,5,6.150000000000001,0,1.2300000000000002
75.49,0,67.33,2,0,7.7,0,3,0,1,0,1,0,3,8.73,2,2.91
86.63,0,69.74,1,0,4.2,1,1,0,0,0,1,0,4,5.84,0,1.46
74.03,0,77.58,1,1,10.0,2,3,1,1,0,0,0,2,7.3,2,3.65
72.33,0,71.74,2,2,3.1,2,2,0,2,1,1,0,5,7.15,5,1.4300000000000002
67.08,0,98.12,2,0,5.0,0,0,0,2,0,1,0,3,4.5,4,1.5
93.89,1,74.25,2,0,3.8,1,1,0,0,0,1,0,4,5.359999999999999,0,1.34
60.54,0,81.18,1,2,2.9,2,1,2,2,1,1,0,5,5.8500000000000005,5,1.1700000000000002
93.45,1,55.58,2,0,6.6,2,2,2,2,0,0,0,2,4.76,4,2.38
79.0,2,66.39,1,2,2.3,1,2,0,0,0,0,0,1,1.19,0,1.19
52.41,0,64.13,2,0,3.1,0,1,2,0,0,0,1,0,0.0,0,1.13
77.15,2,65.46,2,0,5.7,2,2,1,0,1,1,0,5,10.55,1,2.11
42.6,1,79.16,1,2,6.0,1,3,1,1,1,1,0,4,10.0,3,2.5
80.76,0,85.36,1,0,1.7,2,3,0,0,0,1,0,5,5.550000000000001,0,1.11
84.39,2,78.45,1,0,5.7,2,3,0,1,0,1,0,5,11.55,2,2.31
63.71,1,72.73,1,1,4.8,2,0,2,0,0,0,0,2,2.98,0,1.49
73.73,2,68.69,1,0,2.7,0,2,0,1,0,0,1,0,0.0,2,1.21
99.36,0,86.14,1,1,2.9,1,3,0,0,1,1,0,4,6.080000000000001,1,1.5200000000000002
64.92,0,95.71,2,0,0.4,2,1,1,1,0,0,0,2,0.64,2,0.32
57.18,0,76.35,1,2,7.9,2,3,1,2,1,1,0,5,15.35,5,3.0700000000000003
92.74,1,84.39,1,0,6.5,2,3,2,0,1,1,0,5,12.75,1,2.55
99.48,2,78.43,1,2,1.9,0,2,2,0,1,0,1,0,0.0,1,1.07
72.05,1,82.56,2,2,6.1,2,1,2,1,1,0,0,2,4.26,3,2.13
86.16,2,63.35,2,1,3.4,1,0,0,2,1,1,0,4,4.28,5,1.07
90.78,1,70.12,1,1,6.3,0,1,0,2,0,1,0,3,6.419999999999999,4,2.14
61.61,0,78.95,1,0,3.5,1,3,0,1,0,0,0,1,1.65,2,1.65
65.21,2,87.12,1,0,3.8,2,0,0,0,0,0,0,2,2.28,0,1.14
89.23,2,66.82,1,0,3.9,2,0,1,2,0,1,0,5,5.85,4,1.17
95.59,2,54.67,1,1,3.2,0,0,2,0,1,1,0,3,3.03,1,1.01
79.88,1,70.02,1,1,7.3,2,0,2,1,0,0,0,2,4.48,2,2.24
59.68,0,85.1,2,2,6.3,1,0,1,0,0,0,0,1,1.99,0,1.99
99.82,2,59.16,1,2,4.7,1,2,1,2,0,1,0,4,7.640000000000001,4,1.91
64.57,1,63.23,1,2,6.5,1,3,0,1,1,0,0,1,2.65,3,2.65
67.31,2,76.56,1,0,1.2,2,0,2,2,0,1,1,5,1.7999999999999998,4,0.36
76.79,0,73.84,1,0,2.0,2,3,2,0,0,0,0,2,2.4000000000000004,0,1.2000000000000002
93.76,2,80.94,2,1,5.4,0,2,1,0,0,1,0,3,6.209999999999999,0,2.07
83.96,0,62.71,1,0,6.0,0,2,2,1,1,0,1,0,0.0,3,2.2
77.81,1,71.75,2,1,5.1,1,2,1,2,1,1,0,4,7.919999999999999,5,1.98
78.49,1,86.95,1,0,0.7,1,1,2,2,0,0,1,1,0.41,4,0.41
72.61,0,63.07,1,1,2.4,0,1,1,2,0,1,0,3,2.91,4,0.97
79.81,0,89.77,1,1,5.3,0,0,0,1,0,0,1,0,0.0,2,1.64
36.59,1,64.33,2,1,9.4,1,2,2,0,1,0,0,1,3.27,1,3.27
67.85,0,83.49,2,2,6.9,0,1,0,0,0,0,1,0,0.0,0,2.37
75.38,0,71.27,1,0,7.7,2,2,1,0,1,0,0,2,5.42,1,2.71
55.89,2,63.55,1,0,5.2,2,1,2,2,0,0,0,2,3.52,4,1.76
77.41,1,70.03,1,0,5.2,0,2,2,1,1,0,1,0,0.0,3,1.96
69.14,1,80.45,1,0,2.4,0,1,0,2,0,1,0,3,2.76,4,0.92
96.58,0,74.93,1,0,6.4,2,3,0,1,1,1,0,5,12.6,3,2.52
94.02,0,86.18,1,1,4.4,2,0,1,2,1,1,0,5,6.8500000000000005,5,1.37
65.48,0,89.36,1,0,5.9,1,0,0,1,1,0,0,1,1.77,3,1.77
69.89,1,63.17,2,0,4.6,0,3,2,2,0,1,0,3,5.94,4,1.98
70.96,2,62.44,2,2,5.1,2,0,2,2,1,0,0,2,3.26,5,1.63
65.68,1,61.95,1,0,4.3,0,2,2,1,0,1,0,3,5.07,2,1.69
74.73,2,66.01,1,2,4.9,2,0,2,0,0,1,0,5,7.85,0,1.57
61.38,0,86.04,1,0,6.5,2,0,0,0,1,0,0,2,3.9,1,1.95
56.17,1,80.6,1,2,2.0,0,1,0,1,1,0,1,0,0.0,3,0.9
80.72,2,69.55,1,0,1.5,1,1,1,1,1,0,0,1,0.6499999999999999,3,0.6499999999999999
80.81,1,74.89,1,0,5.4,2,3,0,0,0,0,0,2,4.44,0,2.22
60.74,2,89.04,2,2,7.4,0,1,1,2,0,0,1,0,0.0,4,2.5200000000000005
84.53,2,94.08,2,1,7.9,2,3,0,0,1,0,0,2,6.04,1,3.02
