jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,admission_taken,dropout
100.0,54.24,77.11,2,70.55,2,1,1.9,2,2,2,0,1,1,0
56.43,43.61,54.65,0,57.64,2,2,5.6,1,1,1,2,1,0,0
92.5,31.55,86.71,0,88.69,1,0,2.6,1,1,0,2,1,1,0
85.96,65.51,67.41,0,67.31,2,0,6.6,0,1,0,1,1,1,0
75.93,57.01,53.04,0,91.53,1,0,3.1,1,0,1,2,1,0,0
96.62,43.14,54.3,1,86.14,2,0,1.5,1,3,0,0,1,1,0
77.21,85.03,72.18,2,68.54,2,2,7.6,0,3,1,1,1,1,0
77.45,76.68,63.3,0,64.28,1,0,4.9,1,3,1,2,1,0,0
71.26,65.55,66.84,2,73.06,2,2,6.2,0,0,2,2,1,0,1
89.13,87.83,87.35,1,73.95,1,2,2.8,2,2,0,2,0,1,0
87.35,76.6,59.61,2,78.46,2,2,0.7,1,0,0,1,0,0,0
63.24,52.83,68.72,0,67.23,1,0,7.9,0,3,1,0,0,1,0
53.53,49.37,85.04,2,82.46,1,0,4.5,0,0,2,1,0,0,1
69.16,79.09,71.25,0,77.65,1,0,5.5,1,2,1,2,0,0,0
60.8,72.34,48.72,0,71.6,2,2,5.8,0,1,0,1,1,1,0
71.11,68.72,74.06,1,67.88,1,1,3.8,2,1,2,2,1,1,0
89.32,52.46,54.04,1,73.15,2,0,5.0,2,3,2,1,1,1,0
65.6,75.73,84.88,2,66.83,2,0,7.7,1,3,1,2,1,1,0
71.4,53.91,58.13,2,75.58,1,2,4.4,2,2,1,1,0,0,0
72.81,64.37,100.0,0,75.85,1,0,6.4,1,0,2,2,1,1,0
83.88,89.15,85.61,0,77.62,2,2,0.5,1,2,0,2,1,1,1
40.54,55.43,58.44,0,92.66,2,1,6.7,0,2,0,1,0,1,0
63.51,40.83,68.24,0,73.68,1,1,1.5,0,1,2,1,1,0,1
74.96,49.16,77.04,1,85.05,2,2,6.5,0,0,1,2,0,1,0
88.8,81.91,77.4,0,77.3,1,1,5.3,0,1,1,0,1,0,1
65.11,70.08,73.31,1,72.62,1,0,4.3,1,1,0,2,0,1,0
45.73,63.94,83.03,2,73.81,1,0,4.3,0,2,0,2,0,0,1
80.68,57.85,66.52,2,74.41,2,0,4.0,0,1,2,0,1,0,1
63.1,73.77,63.6,1,77.8,2,1,2.9,2,3,0,2,1,0,0
55.34,52.41,63.84,0,65.41,2,0,4.1,1,3,0,1,1,0,0
63.26,70.89,78.3,2,60.35,2,2,8.9,2,1,1,1,1,0,0
69.42,54.3,72.38,1,81.54,1,0,7.1,2,1,1,0,1,1,0
63.53,51.64,71.5,2,83.98,2,1,2.8,2,0,0,2,0,0,0
41.12,55.8,77.54,0,82.46,1,0,5.0,0,3,1,1,0,0,1
84.56,59.99,43.39,1,76.55,1,1,4.7,1,0,1,2,0,0,0
89.85,65.22,71.72,2,82.67,2,2,4.2,2,1,1,0,0,1,0
81.12,69.77,70.62,0,82.13,2,2,2.5,2,3,0,1,1,1,0
56.07,6.99,88.03,1,82.88,2,1,5.4,1,2,1,0,0,0,0
69.18,53.08,49.66,1,66.4,1,0,6.2,0,2,0,2,1,1,0
71.91,59.73,86.69,1,64.03,2,0,2.8,2,1,0,2,0,1,0
80.38,90.08,68.9,1,71.11,1,0,8.4,1,0,2,2,1,1,0
81.36,48.72,73.87,2,74.83,1,0,7.5,0,2,2,0,1,1,0
61.72,68.6,88.11,1,72.58,2,2,5.6,0,2,2,1,1,1,0
73.15,89.92,74.73,1,56.23,2,0,2.0,0,3,0,0,1,1,0
78.4,44.99,72.8,1,92.22,2,1,5.3,0,0,2,1,0,1,0
92.38,72.3,70.91,1,72.26,1,1,5.1,0,0,1,2,0,0,1
81.86,53.16,62.2,1,76.73,1,0,5.5,1,2,2,2,0,1,0
83.05,57.93,67.66,0,87.45,2,2,7.7,0,1,0,0,0,0,1
73.17,53.15,59.41,2,51.55,2,1,4.1,2,2,1,1,0,0,0
91.75,54.29,67.47,0,69.88,1,2,8.6,1,0,1,2,0,1,0
77.74,100.0,39.97,2,71.13,2,0,5.3,2,3,1,2,1,1,0
59.94,79.51,73.15,1,71.64,2,0,3.9,2,0,2,0,0,1,0
91.65,83.63,66.54,2,73.27,1,0,9.3,0,3,2,0,1,1,0
81.77,73.87,63.97,1,89.47,1,0,6.2,0,3,2,1,1,0,1
65.8,40.3,70.64,1,81.73,2,1,3.6,1,3,2,2,1,1,0
65.29,72.32,50.8,0,84.58,1,2,4.7,1,0,1,1,0,0,0
76.15,83.17,91.15,0,75.47,2,2,5.8,2,0,0,1,1,1,0
78.48,52.35,66.77,0,61.01,1,2,4.2,0,1,2,1,0,1,0
74.76,81.45,66.25,2,54.2,1,1,4.8,0,2,0,0,0,0,1
76.36,77.27,56.42,2,59.71,1,0,2.9,2,0,1,1,0,0,0
95.8,95.63,68.29,0,78.6,1,2,1.1,0,3,0,1,1,0,1
87.0,59.32,84.64,0,75.32,2,1,4.7,1,0,0,1,1,1,0
74.67,48.44,80.43,1,72.9,1,2,4.8,2,0,2,0,0,0,0
85.18,60.21,78.25,2,71.31,2,1,5.6,0,2,2,0,0,0,1
57.54,88.97,74.56,1,95.12,1,0,3.3,2,0,1,2,1,0,0
77.57,36.75,63.7,2,66.77,2,2,1.8,0,3,2,0,0,1,0
97.33,32.91,50.6,0,84.28,1,0,2.6,0,2,0,0,0,0,1
68.95,67.43,65.59,2,75.02,1,0,6.6,0,1,0,1,1,0,1
60.13,58.92,65.17,2,74.39,2,1,3.2,1,3,0,2,0,1,0
62.87,66.12,80.59,1,86.77,1,0,3.6,2,3,0,0,0,0,0
56.75,81.12,71.71,0,89.63,2,0,3.9,1,0,2,2,0,0,0
61.01,57.16,87.35,0,72.6,2,0,3.3,1,1,1,1,0,0,0
66.81,36.03,82.37,0,82.99,1,0,3.1,2,2,2,0,0,0,0
52.32,98.71,62.52,1,78.64,1,2,2.8,2,1,0,1,0,1,0
72.22,50.04,46.46,1,75.07,2,2,7.3,0,0,1,1,0,0,1
84.63,49.06,84.63,1,77.04,1,0,5.9,0,1,1,2,1,1,0
59.29,83.66,84.31,2,68.12,1,0,7.0,2,3,0,0,1,0,0
93.27,59.85,51.61,2,71.94,2,2,7.4,0,3,0,2,0,1,0
79.15,64.99,86.11,1,69.19,1,2,0.0,0,1,2,1,1,1,0
86.43,73.72,72.59,1,84.01,1,1,5.2,2,1,1,0,0,1,0
62.79,83.34,69.93,0,74.05,1,0,3.3,1,3,1,1,0,1,0
83.96,60.66,87.38,2,62.02,1,2,6.7,2,1,2,2,1,0,0
56.71,90.32,84.14,2,67.77,1,2,3.0,2,3,0,2,1,1,0
84.46,31.83,75.82,0,50.0,2,0,2.4,1,1,1,1,0,1,0
74.41,78.16,73.68,0,70.06,1,0,1.6,0,2,2,2,1,0,1
79.75,52.57,75.4,0,75.38,1,0,3.9,1,2,1,2,1,1,0
55.54,87.96,63.2,1,73.64,2,2,6.3,1,0,2,1,1,0,0
59.47,68.27,67.34,1,94.8,1,0,5.0,2,3,1,0,0,1,0
80.36,55.23,57.17,1,80.75,2,1,2.1,0,2,0,0,0,0,1
58.72,76.61,64.0,1,80.3,2,0,8.8,0,3,0,0,1,0,1
78.48,80.29,63.6,1,58.57,1,1,5.8,1,2,1,1,0,1,0
52.86,76.27,60.38,2,71.35,1,0,6.1,2,0,1,1,0,0,0
83.87,49.52,69.64,2,70.13,2,2,7.1,1,3,1,2,1,1,0
54.74,58.26,64.11,2,67.14,1,1,1.2,0,2,2,0,0,1,0
79.73,65.93,74.03,0,67.0,2,0,2.7,0,3,0,2,1,1,0
80.76,65.34,48.53,2,56.92,1,1,6.1,2,0,2,1,1,0,0
62.25,78.0,66.64,0,62.24,1,2,2.9,2,0,0,0,1,0,0
80.15,33.76,69.58,2,83.74,2,0,3.9,1,2,0,1,0,1,0
75.65,71.35,64.27,1,73.57,2,0,4.3,2,1,2,2,0,0,0
64.46,61.36,65.93,2,69.94,2,1,1.9,1,0,0,2,0,0,1
57.88,52.58,48.98,1,74.95,2,1,3.8,2,1,0,1,0,1,0
44.52,54.12,72.28,1,86.67,2,1,6.3,1,0,1,1,0,0,0
76.9,62.57,75.77,2,75.04,2,0,6.0,0,2,2,0,1,0,1
50.09,8.38,73.92,2,80.4,2,2,6.7,0,1,2,1,1,1,0
73.33,54.78,80.46,1,66.53,2,1,6.5,0,3,0,2,0,1,0
68.31,51.99,70.42,0,68.81,2,0,5.3,0,0,2,2,0,0,1
81.51,74.52,73.74,0,78.54,2,0,5.2,0,2,0,1,0,0,1
67.77,53.11,69.87,2,93.93,1,1,5.0,0,3,0,1,1,0,1
67.39,62.56,76.25,1,89.3,1,0,3.2,2,1,2,0,0,1,0
82.25,90.68,49.07,0,80.83,2,1,2.4,2,2,0,2,0,0,0
76.69,81.91,57.28,2,76.51,1,1,3.1,2,3,1,2,0,0,0
76.43,80.44,87.04,2,89.01,2,0,3.8,1,2,2,2,0,0,0
78.57,58.0,38.47,1,82.95,1,2,3.2,2,1,2,1,1,1,0
50.5,74.69,66.32,0,52.06,1,2,5.3,2,3,0,2,0,0,0
82.6,62.26,82.07,2,64.46,1,0,4.9,1,0,2,1,0,0,0
80.57,62.86,66.88,0,78.38,1,2,5.1,1,0,2,0,0,1,0
57.77,72.55,63.14,2,57.13,1,2,5.2,0,2,1,1,1,0,1
68.58,56.45,69.55,2,66.02,2,0,6.9,2,0,1,0,0,0,0
71.45,89.89,63.76,0,68.0,1,0,4.5,2,1,2,0,1,1,0
70.12,63.44,68.37,0,72.44,1,0,6.5,1,1,0,1,0,0,0
76.67,75.89,59.8,1,72.13,2,1,5.5,0,3,1,0,0,0,1
92.04,89.29,81.3,1,72.11,1,0,6.8,2,3,1,1,0,1,0
87.14,82.51,85.08,1,83.25,1,0,7.7,1,3,1,2,0,0,0
53.63,43.46,66.4,1,72.35,1,0,5.7,1,2,0,1,0,0,0
80.71,73.12,51.36,0,71.15,1,2,4.7,2,2,2,0,1,0,0
90.61,79.61,61.71,1,61.51,1,0,4.7,1,1,2,0,0,0,0
77.42,80.27,65.79,0,85.24,1,0,3.6,1,1,1,2,1,0,0
87.27,48.19,74.07,2,68.29,1,0,3.5,2,2,2,1,0,0,0
100.0,55.49,55.9,0,64.13,2,0,6.3,0,3,1,2,0,1,0
86.33,81.91,58.77,1,77.13,2,1,2.6,2,2,1,0,0,1,0
75.49,53.81,74.13,0,67.33,2,0,7.7,0,3,0,1,0,1,0
86.63,61.2,79.27,0,69.74,1,0,4.2,1,1,0,0,0,1,0
74.03,91.21,60.54,0,77.58,1,1,10.0,2,3,1,1,0,0,0
72.33,65.24,52.0,0,71.74,2,2,3.1,2,2,0,2,1,1,0
67.08,54.37,100.0,0,98.12,2,0,5.0,0,0,0,2,0,1,0
93.89,51.96,77.4,1,74.25,2,0,3.8,1,1,0,0,0,1,0
60.54,71.32,64.8,0,81.18,1,2,2.9,2,1,2,2,1,1,0
93.45,44.67,78.43,1,55.58,2,0,6.6,2,2,2,2,0,0,0
79.0,62.04,66.51,2,66.39,1,2,2.3,1,2,0,0,0,0,0
52.41,71.33,78.41,0,64.13,2,0,3.1,0,1,2,0,0,0,1
77.15,86.79,69.91,2,65.46,2,0,5.7,2,2,1,0,1,1,0
42.6,76.68,69.1,1,79.16,1,2,6.0,1,3,1,1,1,1,0
80.76,54.57,66.64,0,85.36,1,0,1.7,2,3,0,0,0,1,0
84.39,84.85,50.63,2,78.45,1,0,5.7,2,3,0,1,0,1,0
63.71,61.21,91.26,1,72.73,1,1,4.8,2,0,2,0,0,0,0
73.73,46.23,56.7,2,68.69,1,0,2.7,0,2,0,1,0,0,1
99.36,63.25,51.68,0,86.14,1,1,2.9,1,3,0,0,1,1,0
64.92,89.01,65.45,0,95.71,2,0,0.4,2,1,1,1,0,0,0
57.18,68.64,56.46,0,76.35,1,2,7.9,2,3,1,2,1,1,0
92.74,66.2,67.38,1,84.39,1,0,6.5,2,3,2,0,1,1,0
99.48,92.2,76.25,2,78.43,1,2,1.9,0,2,2,0,1,0,1
72.05,43.1,79.94,1,82.56,2,2,6.1,2,1,2,1,1,0,0
86.16,45.43,77.78,2,63.35,2,1,3.4,1,0,0,2,1,1,0
90.78,40.15,64.33,1,70.12,1,1,6.3,0,1,0,2,0,1,0
61.61,71.96,68.6,0,78.95,1,0,3.5,1,3,0,1,0,0,0
65.21,68.66,72.89,2,87.12,1,0,3.8,2,0,0,0,0,0,0
89.23,90.68,46.91,2,66.82,1,0,3.9,2,0,1,2,0,1,0
95.59,69.9,74.85,2,54.67,1,1,3.2,0,0,2,0,1,1,0
79.88,59.53,50.51,1,70.02,1,1,7.3,2,0,2,1,0,0,0
59.68,66.03,92.48,0,85.1,2,2,6.3,1,0,1,0,0,0,0
99.82,67.88,63.15,2,59.16,1,2,4.7,1,2,1,2,0,1,0
64.57,39.25,65.78,1,63.23,1,2,6.5,1,3,0,1,1,0,0
67.31,100.0,58.76,2,76.56,1,0,1.2,2,0,2,2,0,1,1
76.79,74.32,60.44,0,73.84,1,0,2.0,2,3,2,0,0,0,0
93.76,69.36,95.29,2,80.94,2,1,5.4,0,2,1,0,0,1,0
83.96,75.84,79.28,0,62.71,1,0,6.0,0,2,2,1,1,0,1
77.81,77.35,49.41,1,71.75,2,1,5.1,1,2,1,2,1,1,0
78.49,63.75,86.05,1,86.95,1,0,0.7,1,1,2,2,0,0,1
72.61,55.9,82.32,0,63.07,1,1,2.4,0,1,1,2,0,1,0
79.81,75.59,64.63,0,89.77,1,1,5.3,0,0,0,1,0,0,1
36.59,72.17,71.68,1,64.33,2,1,9.4,1,2,2,0,1,0,0
67.85,53.04,67.82,0,83.49,2,2,6.9,0,1,0,0,0,0,1
75.38,88.7,91.67,0,71.27,1,0,7.7,2,2,1,0,1,0,0
55.89,70.69,58.44,2,63.55,1,0,5.2,2,1,2,2,0,0,0
77.41,77.68,69.75,1,70.03,1,0,5.2,0,2,2,1,1,0,1
69.14,88.27,62.86,1,80.45,1,0,2.4,0,1,0,2,0,1,0
96.58,66.35,50.8,0,74.93,1,0,6.4,2,3,0,1,1,1,0
94.02,71.07,94.3,0,86.18,1,1,4.4,2,0,1,2,1,1,0
65.48,78.96,53.82,0,89.36,1,0,5.9,1,0,0,1,1,0,0
69.89,54.4,70.64,1,63.17,2,0,4.6,0,3,2,2,0,1,0
70.96,66.86,47.11,2,62.44,2,2,5.1,2,0,2,2,1,0,0
65.68,68.01,63.21,1,61.95,1,0,4.3,0,2,2,1,0,1,0
74.73,50.7,73.06,2,66.01,1,2,4.9,2,0,2,0,0,1,0
61.38,100.0,58.1,0,86.04,1,0,6.5,2,0,0,0,1,0,0
56.17,43.48,75.04,1,80.6,1,2,2.0,0,1,0,1,1,0,1
80.72,45.23,64.77,2,69.55,1,0,1.5,1,1,1,1,1,0,0
80.81,87.03,81.92,1,74.89,1,0,5.4,2,3,0,0,0,0,0
60.74,77.41,84.34,2,89.04,2,2,7.4,0,1,1,2,0,0,1
84.53,49.58,60.96,2,94.08,2,1,7.9,2,3,0,0,1,0,0
63.16,75.72,68.92,1,77.59,2,0,2.1,0,0,0,1,0,1,0
75.54,89.49,70.2,0,50.0,1,0,3.7,0,1,2,2,1,0,1
83.48,65.52,75.43,1,77.97,2,2,1.5,2,1,0,1,1,0,0
71.53,100.0,68.17,0,84.35,1,2,3.4,1,0,1,0,0,1,0
78.37,38.42,70.28,2,77.25,2,0,6.7,2,1,2,2,1,1,0
64.77,77.1,65.08,2,82.27,1,2,4.5,2,2,0,0,1,1,0
69.25,84.66,69.38,1,78.57,2,2,3.8,1,1,2,0,0,1,0
69.12,80.26,83.58,1,62.65,1,1,5.6,1,2,2,0,0,1,0
61.55,62.73,75.75,0,66.14,2,0,2.9,0,3,2,2,1,1,0
69.53,61.35,76.42,0,71.79,2,2,7.7,0,1,1,0,0,1,0
50.32,73.11,76.68,1,85.65,2,2,4.5,1,1,1,2,1,1,0
65.12,79.05,66.15,0,67.34,1,1,3.7,1,2,0,0,0,1,0
68.01,75.64,71.83,0,79.56,1,2,5.7,2,0,2,0,1,0,0
68.41,82.64,54.98,1,78.04,1,1,6.4,1,3,0,1,0,0,0
68.62,49.7,83.23,1,90.86,1,0,7.7,2,3,1,0,0,0,0
71.14,62.36,34.6,2,74.58,1,0,4.1,2,2,2,2,0,0,0
78.71,50.96,66.95,2,57.45,2,1,6.7,2,0,1,1,1,1,0
84.24,59.82,81.69,1,81.47,1,1,4.7,1,1,2,2,0,1,0
62.9,82.24,51.63,2,96.38,1,0,3.3,1,0,2,0,1,1,0
55.16,67.73,72.8,0,82.12,1,0,2.9,2,0,2,1,1,1,0
57.41,100.0,59.83,1,67.12,2,1,2.3,1,2,0,1,1,0,0
65.18,69.09,63.57,2,64.18,2,0,3.0,0,0,1,1,1,1,0
67.07,66.96,79.35,1,65.47,2,0,6.7,0,0,1,2,0,0,1
61.22,67.7,70.38,2,95.03,1,0,5.9,2,2,1,1,1,0,0
53.85,55.8,43.59,1,71.73,1,1,2.0,1,0,2,1,0,0,0
65.61,65.07,56.28,0,68.37,2,1,1.0,0,0,0,2,1,0,1
74.54,84.04,79.7,2,73.42,1,1,2.3,2,3,0,2,0,0,0
80.33,67.82,73.39,1,71.83,1,0,2.9,0,2,0,2,0,0,1
64.2,53.3,88.98,0,90.68,1,1,3.9,2,2,0,0,1,0,0
66.22,51.2,88.19,2,64.86,1,0,6.8,2,2,2,2,0,1,0
59.03,58.8,63.89,2,86.81,1,1,3.4,2,0,2,2,1,1,0
71.56,67.18,98.04,1,76.22,2,1,7.9,0,3,0,1,0,0,1
60.12,85.1,68.29,0,87.07,2,0,1.1,2,3,0,0,1,1,0
80.02,44.55,56.45,1,90.83,2,2,3.8,2,1,1,1,1,1,0
47.0,60.88,60.4,2,75.85,1,0,6.1,0,2,2,2,1,0,1
66.97,68.31,40.92,1,71.85,2,1,6.2,2,3,0,2,0,0,0
76.22,36.66,87.28,1,75.66,1,2,3.8,0,3,2,1,0,0,1
74.57,52.66,87.14,0,74.05,2,0,6.5,2,3,1,0,0,0,0
100.0,55.12,55.81,0,58.43,1,1,6.1,1,2,0,0,0,0,0
76.9,53.26,65.27,2,90.52,1,0,3.1,1,0,2,1,1,1,0
57.94,69.07,69.15,0,77.46,2,0,5.1,0,1,2,2,0,0,1
70.66,63.43,56.48,1,63.37,2,0,5.9,2,1,2,0,0,1,0
47.13,57.12,46.94,2,54.32,2,2,3.3,0,0,2,0,0,1,0
70.87,72.85,65.48,0,51.72,1,0,7.9,2,2,2,1,0,0,0
60.34,93.57,64.15,1,82.7,2,0,2.8,0,3,2,0,1,0,1
84.82,92.23,63.34,1,68.81,2,1,4.8,1,0,1,2,0,1,0
64.31,35.24,70.67,2,70.45,2,1,2.0,0,1,2,1,0,1,0
70.37,75.23,85.15,2,79.88,2,0,4.7,1,2,1,0,1,1,0
63.1,63.15,64.36,0,69.84,1,1,2.4,1,3,1,2,0,0,0
96.34,68.48,70.05,0,80.47,1,0,3.9,1,1,2,2,1,0,0
67.5,59.63,76.72,0,75.95,1,2,1.3,0,1,0,1,0,1,0
97.66,67.88,74.65,0,74.16,2,0,6.1,0,1,2,1,0,0,1
83.4,68.42,60.63,2,59.27,2,2,5.2,1,3,1,2,0,0,0
78.75,56.74,69.16,1,66.8,2,0,6.7,0,1,2,2,1,1,0
77.16,51.66,74.57,1,81.03,1,0,3.8,2,2,2,0,1,1,0
77.51,58.82,54.46,0,68.18,2,2,6.8,1,2,2,0,1,0,0
45.01,69.75,83.16,2,87.05,1,0,4.6,2,3,1,0,0,0,0
68.1,75.58,85.18,0,98.46,2,0,4.7,1,2,1,0,0,0,0
83.83,79.65,59.33,0,81.56,1,2,8.7,2,0,1,0,1,0,0
71.32,58.09,70.32,2,89.93,1,1,3.5,1,2,0,1,0,1,0
52.33,70.54,75.71,1,82.21,2,0,7.0,1,1,0,0,1,1,0
71.27,81.4,61.45,1,69.66,2,2,5.5,1,1,0,0,1,0,0
95.86,84.65,73.78,0,77.0,1,2,3.4,0,2,0,0,0,1,0
89.46,65.06,69.96,2,95.13,1,1,1.9,2,2,2,2,0,0,1
71.13,62.47,50.38,1,69.76,2,0,2.4,1,3,0,0,1,1,0
85.32,69.06,73.51,1,64.61,1,2,6.8,0,3,0,1,1,0,1
66.87,47.6,54.8,2,63.66,2,0,8.0,1,0,0,2,0,1,0
48.15,62.9,79.27,2,72.82,2,0,4.7,2,2,2,2,0,1,0
59.06,77.91,59.95,1,64.97,1,1,4.8,1,0,0,0,1,1,0
93.88,76.27,66.06,0,91.74,1,2,6.1,0,2,0,2,0,1,0
68.16,61.68,84.47,0,77.16,2,0,4.6,1,0,0,0,1,1,0
68.59,69.48,73.96,1,84.72,1,0,6.7,1,2,1,0,0,1,0
67.8,52.81,55.05,0,72.01,1,2,5.1,1,2,0,0,1,0,0
98.66,77.26,55.82,0,63.6,2,0,4.8,1,2,0,1,0,0,0
94.76,64.75,60.81,2,61.91,1,0,3.1,0,0,0,2,0,1,0
100.0,61.58,72.74,2,65.92,1,0,2.6,1,1,2,2,0,1,0
69.77,60.21,72.3,2,78.48,1,0,0.0,2,3,0,2,0,0,1
76.14,64.99,57.88,0,80.2,1,0,7.0,2,3,0,2,0,1,0
50.77,58.83,53.99,2,81.03,2,0,4.2,1,0,1,2,1,1,0
92.68,76.53,71.38,2,60.11,1,0,3.7,0,2,1,0,0,0,1
55.65,59.68,65.82,1,75.0,1,0,0.6,2,1,2,0,0,1,0
75.03,91.49,93.89,2,64.74,1,1,3.2,1,0,2,0,1,1,0
56.64,89.44,68.44,1,79.01,1,2,3.0,1,0,0,1,0,1,0
63.76,51.74,89.77,0,79.79,2,1,2.9,0,3,1,1,1,0,1
60.28,67.12,53.96,2,63.28,2,1,5.2,1,3,2,1,0,1,0
63.49,55.59,49.12,1,84.68,2,1,4.7,0,1,2,1,0,0,1
64.45,60.77,54.56,1,98.39,1,1,1.8,2,2,1,2,1,1,1
64.32,98.04,82.27,1,83.35,2,2,1.9,1,1,0,1,1,0,0
83.67,61.08,89.07,0,73.37,2,0,1.9,0,3,1,2,0,1,1
56.53,71.76,58.61,2,71.83,1,0,8.1,1,2,0,2,0,0,0
75.09,74.66,62.47,0,72.91,1,0,7.5,1,1,0,2,1,0,0
89.05,49.99,53.97,1,67.39,2,0,2.8,2,0,1,0,1,0,0
64.82,52.32,46.26,0,77.52,2,0,0.5,1,0,0,0,0,0,0
61.95,46.7,76.62,0,63.62,1,0,4.8,0,0,2,2,0,1,0
68.77,51.82,70.68,1,56.1,1,0,4.6,0,2,1,1,1,0,1
88.52,20.4,68.13,2,77.2,1,1,5.1,0,2,2,2,1,0,1
74.72,74.71,51.2,2,75.21,2,1,6.0,1,3,0,0,0,0,0
64.56,98.87,87.68,0,69.29,1,1,5.4,1,1,0,1,1,1,0
78.77,68.37,61.96,2,62.17,2,2,2.3,2,2,1,0,0,1,0
56.57,43.34,74.4,1,77.9,2,1,5.1,1,2,1,1,0,1,0
81.54,55.72,50.55,2,65.1,2,2,6.2,0,1,0,0,1,0,1
77.72,58.66,65.71,0,73.61,1,0,3.1,0,3,1,2,0,0,1
67.69,49.72,71.5,1,92.65,2,2,5.1,2,2,0,0,1,0,0
60.26,79.76,71.92,1,81.51,2,0,3.4,0,1,2,1,0,0,1
59.59,78.96,69.86,1,61.31,2,0,8.5,0,2,1,0,1,1,0
79.49,47.51,73.93,0,62.25,2,0,1.8,0,2,2,1,1,1,0
89.21,77.6,54.43,0,76.52,1,1,6.8,2,3,1,0,1,1,0
63.08,90.43,70.37,2,61.25,2,0,1.2,2,0,2,0,0,1,0
78.42,96.44,69.37,0,54.98,1,0,8.1,0,2,0,2,1,0,1
42.78,100.0,70.78,1,80.32,1,1,2.2,0,3,0,1,0,1,0
63.82,51.57,68.87,0,78.21,2,0,4.9,1,1,0,1,0,0,0
71.57,100.0,52.72,0,79.51,2,0,1.2,1,1,0,2,0,0,1
59.26,60.33,52.19,2,77.63,1,1,1.8,0,0,1,0,1,1,0
58.89,56.52,41.43,1,74.35,1,0,6.3,1,1,2,1,0,1,0
62.65,71.23,77.81,2,68.38,1,0,6.6,0,0,1,1,0,1,0
76.09,56.69,77.93,2,80.16,1,1,5.0,0,2,1,1,0,0,1
69.38,72.38,78.12,2,90.3,2,0,6.0,1,0,0,2,0,1,0
40.66,44.88,71.68,1,69.99,2,1,6.6,2,2,1,2,0,1,0
42.31,62.18,42.4,2,64.79,2,2,3.1,2,1,2,1,1,0,0
63.5,86.57,55.68,1,63.65,2,2,1.7,2,0,1,0,1,0,0
78.41,65.09,70.04,2,66.33,1,0,4.5,0,3,2,0,0,1,0
33.53,68.27,69.63,2,77.03,1,0,3.3,0,1,0,2,1,1,0
65.0,73.6,65.33,1,53.6,2,2,5.3,2,1,0,0,1,0,0
64.63,84.73,72.43,0,79.39,2,2,5.6,2,1,1,2,0,1,0
91.44,39.52,68.14,2,81.44,2,1,3.1,2,1,2,1,1,0,0
66.61,75.35,69.45,0,57.02,1,1,5.9,0,1,0,1,1,0,1
77.36,61.71,60.33,2,65.21,2,1,5.8,0,3,0,1,1,0,1
73.98,68.67,79.78,0,75.8,1,0,5.9,1,3,1,2,1,0,0
42.17,82.96,62.83,0,73.57,1,0,3.7,1,3,2,0,0,0,0
82.75,46.89,52.03,0,80.2,1,0,6.1,1,0,0,1,1,1,0
75.02,49.8,58.75,0,73.59,1,1,5.5,2,1,0,0,1,1,0
79.12,35.03,63.82,0,87.65,2,0,5.8,0,0,2,0,0,0,1
100.0,57.21,79.93,1,71.79,1,1,7.9,1,0,1,2,1,0,0
42.82,87.29,67.49,0,65.17,1,0,5.2,1,0,1,2,0,1,0
96.15,64.07,65.77,1,64.37,2,0,3.3,1,1,0,0,1,1,0
67.98,44.56,53.02,2,82.35,2,1,2.3,1,1,0,0,1,0,0
76.02,58.23,77.43,1,75.3,1,1,6.8,2,0,1,1,1,0,0
71.36,42.19,60.18,0,81.34,2,0,5.2,0,1,1,1,1,0,1
66.06,48.0,66.8,1,81.13,2,0,7.8,0,0,0,1,0,0,1
64.02,72.22,85.76,0,54.8,1,0,0.4,0,1,2,0,0,1,0
76.61,47.22,74.11,1,63.6,2,0,6.3,1,1,2,2,1,1,0
50.76,83.8,48.46,2,64.79,1,0,4.0,2,0,0,0,0,1,0
82.51,64.86,46.77,0,66.84,1,1,3.8,2,3,0,1,0,0,0
66.17,67.37,67.23,0,70.8,2,0,3.0,2,1,0,1,1,1,0
56.18,61.55,53.45,1,84.99,2,0,6.3,0,0,0,2,0,0,1
65.7,78.37,75.78,1,86.98,2,2,5.7,0,0,1,0,0,0,1
89.6,78.53,68.51,1,72.07,1,1,2.2,2,1,2,1,0,1,0
64.51,71.36,69.98,1,72.49,2,0,4.8,1,1,2,2,1,0,0
77.02,75.04,59.52,1,67.95,1,0,5.9,0,0,2,1,1,0,1
61.77,62.61,88.9,0,75.89,2,1,4.9,0,0,1,2,1,1,0
82.61,74.68,100.0,2,77.03,1,0,6.7,1,0,0,0,1,0,0
81.6,60.59,64.66,1,83.06,2,0,3.9,1,2,2,2,1,0,0
97.88,66.04,72.24,0,82.98,1,1,0.0,0,1,2,0,1,1,0
69.54,61.61,69.17,2,51.98,2,0,4.9,1,2,1,0,1,0,0
81.36,58.68,64.88,2,73.47,2,1,4.9,1,0,0,1,1,0,0
73.37,54.97,58.02,1,88.84,2,2,5.1,1,2,0,0,0,1,0
90.14,73.48,54.98,0,70.62,2,1,6.7,1,3,0,1,0,0,0
61.94,86.97,54.37,0,86.39,2,0,0.6,1,0,2,1,1,1,0
