jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,admission_taken,dropout,Income vs Admission,PSxIA,peer_focused_mh,parental_support
79.48,70.23,50.06,0,92.74,2,2,4.8,0,1,0,1,1,0,1,0,0.0,3,1.74
35.1,87.02,68.1,2,70.81,1,2,8.0,2,1,0,0,0,1,0,5,13.5,0,2.7
72.05,65.75,67.91,1,70.01,2,0,2.1,0,2,2,0,1,1,0,3,3.09,1,1.03
76.59,52.11,54.54,0,78.2,2,0,6.5,2,1,0,1,1,1,0,5,10.75,3,2.15
84.94,62.58,50.59,1,73.17,2,0,5.9,2,2,2,2,1,0,0,2,4.34,5,2.17
57.81,41.48,66.95,0,78.19,2,2,1.5,0,2,0,0,1,1,0,3,2.85,1,0.95
73.2,47.94,65.2,2,90.63,1,0,5.6,2,3,0,2,1,0,0,2,4.5600000000000005,5,2.28
59.04,81.56,62.99,2,70.22,1,0,4.6,1,1,1,0,1,1,0,4,6.319999999999999,1,1.5799999999999998
75.58,79.96,67.0,1,71.95,1,0,4.7,1,3,1,2,1,1,0,4,8.04,5,2.01
59.47,71.81,54.77,2,76.74,1,0,5.2,2,2,2,0,1,1,0,5,9.8,1,1.96
66.29,38.46,62.78,2,72.72,1,0,3.8,2,1,0,2,1,1,0,5,6.699999999999999,5,1.34
58.06,60.27,74.4,0,55.86,1,0,4.6,1,2,0,2,0,0,0,1,1.7799999999999998,4,1.7799999999999998
81.12,46.4,63.8,0,69.2,1,0,5.0,0,1,1,1,1,0,1,0,0.0,3,1.7
84.02,84.82,47.94,1,81.87,1,1,6.0,1,1,2,0,1,1,0,4,8.2,1,2.05
68.72,56.66,62.33,0,89.38,2,1,1.4,2,0,1,2,0,0,1,2,0.94,4,0.47
72.54,48.63,55.16,2,63.45,2,0,7.1,1,3,0,1,0,0,0,1,2.73,2,2.73
51.72,66.48,71.21,0,63.41,1,1,2.2,0,0,2,0,1,1,0,3,2.1300000000000003,1,0.7100000000000001
67.8,55.76,71.83,2,75.3,1,0,6.0,1,1,0,1,0,1,0,4,7.999999999999999,2,2.0
71.3,89.74,48.09,1,54.24,2,0,4.7,0,0,1,2,0,1,0,3,4.23,4,1.41
100.0,54.24,77.11,2,70.55,2,1,1.9,2,2,2,0,1,1,0,5,5.1,1,1.02
56.43,43.61,54.65,0,57.64,2,2,5.6,1,1,1,2,1,0,0,1,1.98,5,1.98
92.5,31.55,86.71,0,88.69,1,0,2.6,1,1,0,2,1,1,0,4,3.92,5,0.98
85.96,65.51,67.41,0,67.31,2,0,6.6,0,1,0,1,1,1,0,3,6.539999999999999,3,2.18
75.93,57.01,53.04,0,91.53,1,0,3.1,1,0,1,2,1,0,0,1,0.93,5,0.93
96.62,43.14,54.3,1,86.14,2,0,1.5,1,3,0,0,1,1,0,4,4.2,1,1.05
77.21,85.03,72.18,2,68.54,2,2,7.6,0,3,1,1,1,1,0,3,8.94,3,2.98
77.45,76.68,63.3,0,64.28,1,0,4.9,1,3,1,2,1,0,0,1,2.0700000000000003,5,2.0700000000000003
71.26,65.55,66.84,2,73.06,2,2,6.2,0,0,2,2,1,0,1,0,0.0,5,1.96
89.13,87.83,87.35,1,73.95,1,2,2.8,2,2,0,2,0,1,0,5,6.7,4,1.34
87.35,76.6,59.61,2,78.46,2,2,0.7,1,0,0,1,0,0,0,1,0.31,2,0.31
63.24,52.83,68.72,0,67.23,1,0,7.9,0,3,1,0,0,1,0,3,8.91,0,2.97
53.53,49.37,85.04,2,82.46,1,0,4.5,0,0,2,1,0,0,1,0,0.0,2,1.35
69.16,79.09,71.25,0,77.65,1,0,5.5,1,2,1,2,0,0,0,1,2.05,4,2.05
60.8,72.34,48.72,0,71.6,2,2,5.8,0,1,0,1,1,1,0,3,6.12,3,2.04
71.11,68.72,74.06,1,67.88,1,1,3.8,2,1,2,2,1,1,0,5,6.949999999999999,5,1.39
89.32,52.46,54.04,1,73.15,2,0,5.0,2,3,2,1,1,1,0,5,10.5,3,2.1
65.6,75.73,84.88,2,66.83,2,0,7.7,1,3,1,2,1,1,0,4,11.64,5,2.91
71.4,53.91,58.13,2,75.58,1,2,4.4,2,2,1,1,0,0,0,2,3.640000000000001,2,1.8200000000000005
72.81,64.37,100.0,0,75.85,1,0,6.4,1,0,2,2,1,1,0,4,7.68,5,1.92
83.88,89.15,85.61,0,77.62,2,2,0.5,1,2,0,2,1,1,1,4,2.6,5,0.65
40.54,55.43,58.44,0,92.66,2,1,6.7,0,2,0,1,0,1,0,3,7.379999999999999,2,2.4599999999999995
63.51,40.83,68.24,0,73.68,1,1,1.5,0,1,2,1,1,0,1,0,0.0,3,0.7
74.96,49.16,77.04,1,85.05,2,2,6.5,0,0,1,2,0,1,0,3,6.15,4,2.05
88.8,81.91,77.4,0,77.3,1,1,5.3,0,1,1,0,1,0,1,0,0.0,1,1.84
65.11,70.08,73.31,1,72.62,1,0,4.3,1,1,0,2,0,1,0,4,5.959999999999999,4,1.4899999999999998
45.73,63.94,83.03,2,73.81,1,0,4.3,0,2,0,2,0,0,1,0,0.0,4,1.69
80.68,57.85,66.52,2,74.41,2,0,4.0,0,1,2,0,1,0,1,0,0.0,1,1.4
63.1,73.77,63.6,1,77.8,2,1,2.9,2,3,0,2,1,0,0,2,3.0400000000000005,5,1.5200000000000002
55.34,52.41,63.84,0,65.41,2,0,4.1,1,3,0,1,1,0,0,1,1.83,3,1.83
63.26,70.89,78.3,2,60.35,2,2,8.9,2,1,1,1,1,0,0,2,5.94,3,2.97
69.42,54.3,72.38,1,81.54,1,0,7.1,2,1,1,0,1,1,0,5,11.65,1,2.33
63.53,51.64,71.5,2,83.98,2,1,2.8,2,0,0,2,0,0,0,2,1.78,4,0.89
41.12,55.8,77.54,0,82.46,1,0,5.0,0,3,1,1,0,0,1,0,0.0,2,2.1
84.56,59.99,43.39,1,76.55,1,1,4.7,1,0,1,2,0,0,0,1,1.46,4,1.46
89.85,65.22,71.72,2,82.67,2,2,4.2,2,1,1,0,0,1,0,5,7.800000000000001,0,1.56
81.12,69.77,70.62,0,82.13,2,2,2.5,2,3,0,1,1,1,0,5,7.250000000000001,3,1.4500000000000002
56.07,6.99,88.03,1,82.88,2,1,5.4,1,2,1,0,0,0,0,1,2.07,0,2.07
69.18,53.08,49.66,1,66.4,1,0,6.2,0,2,0,2,1,1,0,3,6.779999999999999,5,2.26
71.91,59.73,86.69,1,64.03,2,0,2.8,2,1,0,2,0,1,0,5,5.2,4,1.04
80.38,90.08,68.9,1,71.11,1,0,8.4,1,0,2,2,1,1,0,4,10.08,5,2.52
81.36,48.72,73.87,2,74.83,1,0,7.5,0,2,2,0,1,1,0,3,7.949999999999999,1,2.65
61.72,68.6,88.11,1,72.58,2,2,5.6,0,2,2,1,1,1,0,3,6.540000000000001,3,2.18
73.15,89.92,74.73,1,56.23,2,0,2.0,0,3,0,0,1,1,0,3,3.6000000000000005,1,1.2000000000000002
78.4,44.99,72.8,1,92.22,2,1,5.3,0,0,2,1,0,1,0,3,4.92,2,1.64
92.38,72.3,70.91,1,72.26,1,1,5.1,0,0,1,2,0,0,1,0,0.0,4,1.5799999999999998
81.86,53.16,62.2,1,76.73,1,0,5.5,1,2,2,2,0,1,0,4,8.2,4,2.05
83.05,57.93,67.66,0,87.45,2,2,7.7,0,1,0,0,0,0,1,0,0.0,0,2.6100000000000003
73.17,53.15,59.41,2,51.55,2,1,4.1,2,2,1,1,0,0,0,2,3.36,2,1.68
91.75,54.29,67.47,0,69.88,1,2,8.6,1,0,1,2,0,1,0,4,10.72,4,2.68
77.74,100.0,39.97,2,71.13,2,0,5.3,2,3,1,2,1,1,0,5,10.95,5,2.19
59.94,79.51,73.15,1,71.64,2,0,3.9,2,0,2,0,0,1,0,5,5.85,0,1.17
91.65,83.63,66.54,2,73.27,1,0,9.3,0,3,2,0,1,1,0,3,10.17,1,3.39
81.77,73.87,63.97,1,89.47,1,0,6.2,0,3,2,1,1,0,1,0,0.0,3,2.46
65.8,40.3,70.64,1,81.73,2,1,3.6,1,3,2,2,1,1,0,4,6.920000000000001,5,1.7300000000000002
65.29,72.32,50.8,0,84.58,1,2,4.7,1,0,1,1,0,0,0,1,1.51,2,1.51
76.15,83.17,91.15,0,75.47,2,2,5.8,2,0,0,1,1,1,0,5,9.2,3,1.84
78.48,52.35,66.77,0,61.01,1,2,4.2,0,1,2,1,0,1,0,3,4.68,2,1.56
74.76,81.45,66.25,2,54.2,1,1,4.8,0,2,0,0,0,0,1,0,0.0,0,1.89
76.36,77.27,56.42,2,59.71,1,0,2.9,2,0,1,1,0,0,0,2,1.74,2,0.87
95.8,95.63,68.29,0,78.6,1,2,1.1,0,3,0,1,1,0,1,0,0.0,3,1.0300000000000002
87.0,59.32,84.64,0,75.32,2,1,4.7,1,0,0,1,1,1,0,4,5.84,3,1.46
74.67,48.44,80.43,1,72.9,1,2,4.8,2,0,2,0,0,0,0,2,3.08,0,1.54
85.18,60.21,78.25,2,71.31,2,1,5.6,0,2,2,0,0,0,1,0,0.0,0,2.13
57.54,88.97,74.56,1,95.12,1,0,3.3,2,0,1,2,1,0,0,2,1.98,5,0.99
77.57,36.75,63.7,2,66.77,2,2,1.8,0,3,2,0,0,1,0,3,3.7200000000000006,0,1.2400000000000002
97.33,32.91,50.6,0,84.28,1,0,2.6,0,2,0,0,0,0,1,0,0.0,0,1.1800000000000002
68.95,67.43,65.59,2,75.02,1,0,6.6,0,1,0,1,1,0,1,0,0.0,3,2.18
60.13,58.92,65.17,2,74.39,2,1,3.2,1,3,0,2,0,1,0,4,6.44,4,1.61
62.87,66.12,80.59,1,86.77,1,0,3.6,2,3,0,0,0,0,0,2,3.3600000000000003,0,1.6800000000000002
56.75,81.12,71.71,0,89.63,2,0,3.9,1,0,2,2,0,0,0,1,1.17,4,1.17
61.01,57.16,87.35,0,72.6,2,0,3.3,1,1,1,1,0,0,0,1,1.19,2,1.19
66.81,36.03,82.37,0,82.99,1,0,3.1,2,2,2,0,0,0,0,2,2.66,0,1.33
52.32,98.71,62.52,1,78.64,1,2,2.8,2,1,0,1,0,1,0,5,5.700000000000001,2,1.14
72.22,50.04,46.46,1,75.07,2,2,7.3,0,0,1,1,0,0,1,0,0.0,2,2.29
84.63,49.06,84.63,1,77.04,1,0,5.9,0,1,1,2,1,1,0,3,5.91,5,1.97
59.29,83.66,84.31,2,68.12,1,0,7.0,2,3,0,0,1,0,0,2,5.4,1,2.7
93.27,59.85,51.61,2,71.94,2,2,7.4,0,3,0,2,0,1,0,3,8.760000000000002,4,2.9200000000000004
79.15,64.99,86.11,1,69.19,1,2,0.0,0,1,2,1,1,1,0,3,0.9000000000000001,3,0.3
86.43,73.72,72.59,1,84.01,1,1,5.2,2,1,1,0,0,1,0,5,9.05,0,1.81
62.79,83.34,69.93,0,74.05,1,0,3.3,1,3,1,1,0,1,0,4,6.359999999999999,2,1.59
83.96,60.66,87.38,2,62.02,1,2,6.7,2,1,2,2,1,0,0,2,4.62,5,2.31
56.71,90.32,84.14,2,67.77,1,2,3.0,2,3,0,2,1,1,0,5,8.0,5,1.6
84.46,31.83,75.82,0,50.0,2,0,2.4,1,1,1,1,0,1,0,4,3.68,2,0.92
74.41,78.16,73.68,0,70.06,1,0,1.6,0,2,2,2,1,0,1,0,0.0,5,0.88
79.75,52.57,75.4,0,75.38,1,0,3.9,1,2,1,2,1,1,0,4,6.279999999999999,5,1.5699999999999998
55.54,87.96,63.2,1,73.64,2,2,6.3,1,0,2,1,1,0,0,1,1.99,3,1.99
59.47,68.27,67.34,1,94.8,1,0,5.0,2,3,1,0,0,1,0,5,10.5,0,2.1
80.36,55.23,57.17,1,80.75,2,1,2.1,0,2,0,0,0,0,1,0,0.0,0,1.08
58.72,76.61,64.0,1,80.3,2,0,8.8,0,3,0,0,1,0,1,0,0.0,1,3.24
78.48,80.29,63.6,1,58.57,1,1,5.8,1,2,1,1,0,1,0,4,8.76,2,2.19
52.86,76.27,60.38,2,71.35,1,0,6.1,2,0,1,1,0,0,0,2,3.66,2,1.83
83.87,49.52,69.64,2,70.13,2,2,7.1,1,3,1,2,1,1,0,4,11.32,5,2.83
54.74,58.26,64.11,2,67.14,1,1,1.2,0,2,2,0,0,1,0,3,2.43,0,0.81
79.73,65.93,74.03,0,67.0,2,0,2.7,0,3,0,2,1,1,0,3,4.23,5,1.41
80.76,65.34,48.53,2,56.92,1,1,6.1,2,0,2,1,1,0,0,2,3.76,3,1.88
62.25,78.0,66.64,0,62.24,1,2,2.9,2,0,0,0,1,0,0,2,1.94,1,0.97
80.15,33.76,69.58,2,83.74,2,0,3.9,1,2,0,1,0,1,0,4,6.279999999999999,2,1.5699999999999998
75.65,71.35,64.27,1,73.57,2,0,4.3,2,1,2,2,0,0,0,2,2.9799999999999995,4,1.4899999999999998
64.46,61.36,65.93,2,69.94,2,1,1.9,1,0,0,2,0,0,1,1,0.62,4,0.62
57.88,52.58,48.98,1,74.95,2,1,3.8,2,1,0,1,0,1,0,5,6.949999999999999,2,1.39
44.52,54.12,72.28,1,86.67,2,1,6.3,1,0,1,1,0,0,0,1,1.94,2,1.94
76.9,62.57,75.77,2,75.04,2,0,6.0,0,2,2,0,1,0,1,0,0.0,1,2.2
50.09,8.38,73.92,2,80.4,2,2,6.7,0,1,2,1,1,1,0,3,6.93,3,2.31
73.33,54.78,80.46,1,66.53,2,1,6.5,0,3,0,2,0,1,0,3,7.799999999999999,4,2.6
68.31,51.99,70.42,0,68.81,2,0,5.3,0,0,2,2,0,0,1,0,0.0,4,1.59
81.51,74.52,73.74,0,78.54,2,0,5.2,0,2,0,1,0,0,1,0,0.0,2,1.96
67.77,53.11,69.87,2,93.93,1,1,5.0,0,3,0,1,1,0,1,0,0.0,3,2.15
67.39,62.56,76.25,1,89.3,1,0,3.2,2,1,2,0,0,1,0,5,5.8,0,1.16
82.25,90.68,49.07,0,80.83,2,1,2.4,2,2,0,2,0,0,0,2,2.3400000000000003,4,1.1700000000000002
76.69,81.91,57.28,2,76.51,1,1,3.1,2,3,1,2,0,0,0,2,3.16,4,1.58
76.43,80.44,87.04,2,89.01,2,0,3.8,1,2,2,2,0,0,0,1,1.54,4,1.54
78.57,58.0,38.47,1,82.95,1,2,3.2,2,1,2,1,1,1,0,5,6.3,3,1.26
50.5,74.69,66.32,0,52.06,1,2,5.3,2,3,0,2,0,0,0,2,4.58,4,2.29
82.6,62.26,82.07,2,64.46,1,0,4.9,1,0,2,1,0,0,0,1,1.47,2,1.47
80.57,62.86,66.88,0,78.38,1,2,5.1,1,0,2,0,0,1,0,4,6.52,0,1.63
57.77,72.55,63.14,2,57.13,1,2,5.2,0,2,1,1,1,0,1,0,0.0,3,2.06
68.58,56.45,69.55,2,66.02,2,0,6.9,2,0,1,0,0,0,0,2,4.14,0,2.07
71.45,89.89,63.76,0,68.0,1,0,4.5,2,1,2,0,1,1,0,5,7.749999999999999,1,1.5499999999999998
70.12,63.44,68.37,0,72.44,1,0,6.5,1,1,0,1,0,0,0,1,2.15,2,2.15
76.67,75.89,59.8,1,72.13,2,1,5.5,0,3,1,0,0,0,1,0,0.0,0,2.3
92.04,89.29,81.3,1,72.11,1,0,6.8,2,3,1,1,0,1,0,5,13.2,2,2.64
87.14,82.51,85.08,1,83.25,1,0,7.7,1,3,1,2,0,0,0,1,2.91,4,2.91
53.63,43.46,66.4,1,72.35,1,0,5.7,1,2,0,1,0,0,0,1,2.11,2,2.11
80.71,73.12,51.36,0,71.15,1,2,4.7,2,2,2,0,1,0,0,2,3.82,1,1.91
90.61,79.61,61.71,1,61.51,1,0,4.7,1,1,2,0,0,0,0,1,1.61,0,1.61
77.42,80.27,65.79,0,85.24,1,0,3.6,1,1,1,2,1,0,0,1,1.28,5,1.28
87.27,48.19,74.07,2,68.29,1,0,3.5,2,2,2,1,0,0,0,2,2.9000000000000004,2,1.4500000000000002
100.0,55.49,55.9,0,64.13,2,0,6.3,0,3,1,2,0,1,0,3,7.470000000000001,4,2.49
86.33,81.91,58.77,1,77.13,2,1,2.6,2,2,1,0,0,1,0,5,6.150000000000001,0,1.2300000000000002
75.49,53.81,74.13,0,67.33,2,0,7.7,0,3,0,1,0,1,0,3,8.73,2,2.91
86.63,61.2,79.27,0,69.74,1,0,4.2,1,1,0,0,0,1,0,4,5.84,0,1.46
74.03,91.21,60.54,0,77.58,1,1,10.0,2,3,1,1,0,0,0,2,7.3,2,3.65
72.33,65.24,52.0,0,71.74,2,2,3.1,2,2,0,2,1,1,0,5,7.15,5,1.4300000000000002
67.08,54.37,100.0,0,98.12,2,0,5.0,0,0,0,2,0,1,0,3,4.5,4,1.5
93.89,51.96,77.4,1,74.25,2,0,3.8,1,1,0,0,0,1,0,4,5.359999999999999,0,1.34
60.54,71.32,64.8,0,81.18,1,2,2.9,2,1,2,2,1,1,0,5,5.8500000000000005,5,1.1700000000000002
93.45,44.67,78.43,1,55.58,2,0,6.6,2,2,2,2,0,0,0,2,4.76,4,2.38
79.0,62.04,66.51,2,66.39,1,2,2.3,1,2,0,0,0,0,0,1,1.19,0,1.19
52.41,71.33,78.41,0,64.13,2,0,3.1,0,1,2,0,0,0,1,0,0.0,0,1.13
77.15,86.79,69.91,2,65.46,2,0,5.7,2,2,1,0,1,1,0,5,10.55,1,2.11
42.6,76.68,69.1,1,79.16,1,2,6.0,1,3,1,1,1,1,0,4,10.0,3,2.5
80.76,54.57,66.64,0,85.36,1,0,1.7,2,3,0,0,0,1,0,5,5.550000000000001,0,1.11
84.39,84.85,50.63,2,78.45,1,0,5.7,2,3,0,1,0,1,0,5,11.55,2,2.31
63.71,61.21,91.26,1,72.73,1,1,4.8,2,0,2,0,0,0,0,2,2.98,0,1.49
73.73,46.23,56.7,2,68.69,1,0,2.7,0,2,0,1,0,0,1,0,0.0,2,1.21
99.36,63.25,51.68,0,86.14,1,1,2.9,1,3,0,0,1,1,0,4,6.080000000000001,1,1.5200000000000002
64.92,89.01,65.45,0,95.71,2,0,0.4,2,1,1,1,0,0,0,2,0.64,2,0.32
57.18,68.64,56.46,0,76.35,1,2,7.9,2,3,1,2,1,1,0,5,15.35,5,3.0700000000000003
92.74,66.2,67.38,1,84.39,1,0,6.5,2,3,2,0,1,1,0,5,12.75,1,2.55
99.48,92.2,76.25,2,78.43,1,2,1.9,0,2,2,0,1,0,1,0,0.0,1,1.07
72.05,43.1,79.94,1,82.56,2,2,6.1,2,1,2,1,1,0,0,2,4.26,3,2.13
86.16,45.43,77.78,2,63.35,2,1,3.4,1,0,0,2,1,1,0,4,4.28,5,1.07
90.78,40.15,64.33,1,70.12,1,1,6.3,0,1,0,2,0,1,0,3,6.419999999999999,4,2.14
61.61,71.96,68.6,0,78.95,1,0,3.5,1,3,0,1,0,0,0,1,1.65,2,1.65
65.21,68.66,72.89,2,87.12,1,0,3.8,2,0,0,0,0,0,0,2,2.28,0,1.14
89.23,90.68,46.91,2,66.82,1,0,3.9,2,0,1,2,0,1,0,5,5.85,4,1.17
95.59,69.9,74.85,2,54.67,1,1,3.2,0,0,2,0,1,1,0,3,3.03,1,1.01
79.88,59.53,50.51,1,70.02,1,1,7.3,2,0,2,1,0,0,0,2,4.48,2,2.24
59.68,66.03,92.48,0,85.1,2,2,6.3,1,0,1,0,0,0,0,1,1.99,0,1.99
99.82,67.88,63.15,2,59.16,1,2,4.7,1,2,1,2,0,1,0,4,7.640000000000001,4,1.91
64.57,39.25,65.78,1,63.23,1,2,6.5,1,3,0,1,1,0,0,1,2.65,3,2.65
67.31,100.0,58.76,2,76.56,1,0,1.2,2,0,2,2,0,1,1,5,1.7999999999999998,4,0.36
76.79,74.32,60.44,0,73.84,1,0,2.0,2,3,2,0,0,0,0,2,2.4000000000000004,0,1.2000000000000002
93.76,69.36,95.29,2,80.94,2,1,5.4,0,2,1,0,0,1,0,3,6.209999999999999,0,2.07
83.96,75.84,79.28,0,62.71,1,0,6.0,0,2,2,1,1,0,1,0,0.0,3,2.2
77.81,77.35,49.41,1,71.75,2,1,5.1,1,2,1,2,1,1,0,4,7.919999999999999,5,1.98
78.49,63.75,86.05,1,86.95,1,0,0.7,1,1,2,2,0,0,1,1,0.41,4,0.41
72.61,55.9,82.32,0,63.07,1,1,2.4,0,1,1,2,0,1,0,3,2.91,4,0.97
79.81,75.59,64.63,0,89.77,1,1,5.3,0,0,0,1,0,0,1,0,0.0,2,1.64
36.59,72.17,71.68,1,64.33,2,1,9.4,1,2,2,0,1,0,0,1,3.27,1,3.27
67.85,53.04,67.82,0,83.49,2,2,6.9,0,1,0,0,0,0,1,0,0.0,0,2.37
75.38,88.7,91.67,0,71.27,1,0,7.7,2,2,1,0,1,0,0,2,5.42,1,2.71
55.89,70.69,58.44,2,63.55,1,0,5.2,2,1,2,2,0,0,0,2,3.52,4,1.76
77.41,77.68,69.75,1,70.03,1,0,5.2,0,2,2,1,1,0,1,0,0.0,3,1.96
69.14,88.27,62.86,1,80.45,1,0,2.4,0,1,0,2,0,1,0,3,2.76,4,0.92
96.58,66.35,50.8,0,74.93,1,0,6.4,2,3,0,1,1,1,0,5,12.6,3,2.52
94.02,71.07,94.3,0,86.18,1,1,4.4,2,0,1,2,1,1,0,5,6.8500000000000005,5,1.37
65.48,78.96,53.82,0,89.36,1,0,5.9,1,0,0,1,1,0,0,1,1.77,3,1.77
69.89,54.4,70.64,1,63.17,2,0,4.6,0,3,2,2,0,1,0,3,5.94,4,1.98
70.96,66.86,47.11,2,62.44,2,2,5.1,2,0,2,2,1,0,0,2,3.26,5,1.63
65.68,68.01,63.21,1,61.95,1,0,4.3,0,2,2,1,0,1,0,3,5.07,2,1.69
74.73,50.7,73.06,2,66.01,1,2,4.9,2,0,2,0,0,1,0,5,7.85,0,1.57
61.38,100.0,58.1,0,86.04,1,0,6.5,2,0,0,0,1,0,0,2,3.9,1,1.95
56.17,43.48,75.04,1,80.6,1,2,2.0,0,1,0,1,1,0,1,0,0.0,3,0.9
80.72,45.23,64.77,2,69.55,1,0,1.5,1,1,1,1,1,0,0,1,0.6499999999999999,3,0.6499999999999999
80.81,87.03,81.92,1,74.89,1,0,5.4,2,3,0,0,0,0,0,2,4.44,0,2.22
60.74,77.41,84.34,2,89.04,2,2,7.4,0,1,1,2,0,0,1,0,0.0,4,2.5200000000000005
84.53,49.58,60.96,2,94.08,2,1,7.9,2,3,0,0,1,0,0,2,6.04,1,3.02
63.16,75.72,68.92,1,77.59,2,0,2.1,0,0,0,1,0,1,0,3,1.89,2,0.63
75.54,89.49,70.2,0,50.0,1,0,3.7,0,1,2,2,1,0,1,0,0.0,5,1.31
83.48,65.52,75.43,1,77.97,2,2,1.5,2,1,0,1,1,0,0,2,1.4999999999999998,3,0.7499999999999999
71.53,100.0,68.17,0,84.35,1,2,3.4,1,0,1,0,0,1,0,4,4.48,0,1.12
78.37,38.42,70.28,2,77.25,2,0,6.7,2,1,2,2,1,1,0,5,11.05,5,2.21
64.77,77.1,65.08,2,82.27,1,2,4.5,2,2,0,0,1,1,0,5,9.25,1,1.85
69.25,84.66,69.38,1,78.57,2,2,3.8,1,1,2,0,0,1,0,4,5.76,0,1.44
69.12,80.26,83.58,1,62.65,1,1,5.6,1,2,2,0,0,1,0,4,8.52,0,2.13
61.55,62.73,75.75,0,66.14,2,0,2.9,0,3,2,2,1,1,0,3,4.41,5,1.4700000000000002
69.53,61.35,76.42,0,71.79,2,2,7.7,0,1,1,0,0,1,0,3,7.830000000000001,0,2.6100000000000003
50.32,73.11,76.68,1,85.65,2,2,4.5,1,1,1,2,1,1,0,4,6.6,5,1.65
65.12,79.05,66.15,0,67.34,1,1,3.7,1,2,0,0,0,1,0,4,6.240000000000001,0,1.5600000000000005
68.01,75.64,71.83,0,79.56,1,2,5.7,2,0,2,0,1,0,0,2,3.62,1,1.81
68.41,82.64,54.98,1,78.04,1,1,6.4,1,3,0,1,0,0,0,1,2.57,2,2.57
68.62,49.7,83.23,1,90.86,1,0,7.7,2,3,1,0,0,0,0,2,5.82,0,2.91
71.14,62.36,34.6,2,74.58,1,0,4.1,2,2,2,2,0,0,0,2,3.26,4,1.63
78.71,50.96,66.95,2,57.45,2,1,6.7,2,0,1,1,1,1,0,5,10.299999999999995,3,2.06
84.24,59.82,81.69,1,81.47,1,1,4.7,1,1,2,2,0,1,0,4,6.64,4,1.66
62.9,82.24,51.63,2,96.38,1,0,3.3,1,0,2,0,1,1,0,4,3.96,1,0.99
55.16,67.73,72.8,0,82.12,1,0,2.9,2,0,2,1,1,1,0,5,4.35,3,0.87
57.41,100.0,59.83,1,67.12,2,1,2.3,1,2,0,1,1,0,0,1,1.14,3,1.14
65.18,69.09,63.57,2,64.18,2,0,3.0,0,0,1,1,1,1,0,3,2.7,3,0.8999999999999999
67.07,66.96,79.35,1,65.47,2,0,6.7,0,0,1,2,0,0,1,0,0.0,4,2.01
61.22,67.7,70.38,2,95.03,1,0,5.9,2,2,1,1,1,0,0,2,4.34,3,2.17
53.85,55.8,43.59,1,71.73,1,1,2.0,1,0,2,1,0,0,0,1,0.65,2,0.65
65.61,65.07,56.28,0,68.37,2,1,1.0,0,0,0,2,1,0,1,0,0.0,5,0.35
74.54,84.04,79.7,2,73.42,1,1,2.3,2,3,0,2,0,0,0,2,2.68,4,1.34
80.33,67.82,73.39,1,71.83,1,0,2.9,0,2,0,2,0,0,1,0,0.0,4,1.27
64.2,53.3,88.98,0,90.68,1,1,3.9,2,2,0,0,1,0,0,2,3.24,1,1.62
66.22,51.2,88.19,2,64.86,1,0,6.8,2,2,2,2,0,1,0,5,12.2,4,2.44
59.03,58.8,63.89,2,86.81,1,1,3.4,2,0,2,2,1,1,0,5,5.3500000000000005,5,1.07
71.56,67.18,98.04,1,76.22,2,1,7.9,0,3,0,1,0,0,1,0,0.0,2,3.02
60.12,85.1,68.29,0,87.07,2,0,1.1,2,3,0,0,1,1,0,5,4.65,1,0.9300000000000002
80.02,44.55,56.45,1,90.83,2,2,3.8,2,1,1,1,1,1,0,5,7.199999999999999,3,1.44
47.0,60.88,60.4,2,75.85,1,0,6.1,0,2,2,2,1,0,1,0,0.0,5,2.23
66.97,68.31,40.92,1,71.85,2,1,6.2,2,3,0,2,0,0,0,2,5.02,4,2.51
76.22,36.66,87.28,1,75.66,1,2,3.8,0,3,2,1,0,0,1,0,0.0,2,1.84
74.57,52.66,87.14,0,74.05,2,0,6.5,2,3,1,0,0,0,0,2,5.1,0,2.55
100.0,55.12,55.81,0,58.43,1,1,6.1,1,2,0,0,0,0,0,1,2.28,0,2.28
76.9,53.26,65.27,2,90.52,1,0,3.1,1,0,2,1,1,1,0,4,3.72,3,0.93
57.94,69.07,69.15,0,77.46,2,0,5.1,0,1,2,2,0,0,1,0,0.0,4,1.7299999999999998
70.66,63.43,56.48,1,63.37,2,0,5.9,2,1,2,0,0,1,0,5,9.85,0,1.97
47.13,57.12,46.94,2,54.32,2,2,3.3,0,0,2,0,0,1,0,3,3.27,0,1.09
70.87,72.85,65.48,0,51.72,1,0,7.9,2,2,2,1,0,0,0,2,5.54,2,2.77
60.34,93.57,64.15,1,82.7,2,0,2.8,0,3,2,0,1,0,1,0,0.0,1,1.44
84.82,92.23,63.34,1,68.81,2,1,4.8,1,0,1,2,0,1,0,4,5.96,4,1.49
64.31,35.24,70.67,2,70.45,2,1,2.0,0,1,2,1,0,1,0,3,2.5500000000000003,2,0.8500000000000001
70.37,75.23,85.15,2,79.88,2,0,4.7,1,2,1,0,1,1,0,4,7.24,1,1.81
63.1,63.15,64.36,0,69.84,1,1,2.4,1,3,1,2,0,0,0,1,1.37,4,1.37
96.34,68.48,70.05,0,80.47,1,0,3.9,1,1,2,2,1,0,0,1,1.37,5,1.37
